14196,4755,-2295,14062,5419,-963,13345,5357,1798,13842,4570,27,14390,3644,-67,13761,3774,1929,13384,4292,427,15009,4889,-1549,14188,5592,-361,14053,5254,1150,14610,3315,-502,13374,2056,-560,13901,3303,1729,13990,3195,-521,13375,3075,-3123,13936,3301,-1076,12818,5162,547,14491,3275,-355,12752,1994,-810,12735,2073,945,13302,3603,-142,14067,5045,-2334,14141,5364,-592,12989,5184,1061,14162,4536,55,14152,3754,214,13843,3559,1616,13532,3673,526,14842,4566,-1410,14619,6036,-54,14067,5781,702,14717,3539,-767,13094,2589,-45,14128,3332,1264,13870,3120,-949,13372,2203,-1876,13739,3014,-927,12642,5584,-192,15074,3867,-1185,12473,2336,-228,12722,1583,1689,13482,2810,-888,13641,4586,-2140,14273,5031,-91,12756,5520,622,14356,4732,-745,13984,4083,425,13785,4201,2233,14093,3527,54,14213,4200,-1386,14495,5917,278,14297,5933,547,14757,4055,-1024,13500,2161,-170,13714,2541,1874,13725,3325,-278,14149,2678,-2512,13349,3620,-918,12929,4428,-232,14438,3808,-1539,13096,2970,-361,12781,2345,1405,13272,2342,-4,13389,3957,-1655
14273,5339,-621,13185,5780,61,14292,4930,-926,13892,4241,704,13771,4269,2531,14252,3392,294,13973,3363,-1135,14299,5238,74,14148,6103,-11,14982,4614,-1170,13590,2542,181,13289,2782,2068,14300,3625,-263,14274,2752,-2323,12897,3537,-1122,13372,4040,-486,14105,4208,-1369,13700,3108,22,12620,2612,1333,13401,2071,-402,13429,3428,-1665,14031,5274,-377,13298,5763,-376,13994,4746,-811,13723,4166,1188,13332,4149,2153,14433,3142,16,13816,3188,-1051,14030,5273,404,14704,6623,-50,14920,5131,-1193,14040,2704,481,12932,3244,2087,14991,2794,-820,13666,2509,-2114,13279,2870,-48,13257,4376,-1082,14180,4670,-1598,13844,3553,-101,12262,2346,1808,13194,1809,-672,13534,3014,-2129,13478,5186,448,13772,5276,-140,13850,4984,-1174,14081,4196,659,13382,4457,2165,14430,3507,61,14244,3159,-909,13740,5459,836,14956,6460,-73,14967,5384,-1396,13741,3118,470,13117,2699,1561,14224,2499,38,14084,2833,-1478,13305,3425,-692,13274,3774,-1291,14082,3885,-2069,13428,4267,57,13210,2811,1703,12781,1644,-441,13488,1966,-1084,13139,4856,141
13896,5895,-1074,14264,5393,-1406,13600,4653,1150,13405,4743,2047,14434,3777,116,14330,2888,-603,13199,4599,994,14904,5583,-183,14702,5340,-1596,14065,3468,686,13366,3083,1542,14052,2452,-426,14174,2960,-1129,13621,3867,-39,13289,3837,-1438,14119,3647,-2047,13244,4405,53,13391,3121,1371,12958,1835,-644,13267,1616,-1273,13300,4571,605,13893,5924,-1053,14401,5025,-1955,13386,4499,1186,13280,4631,1886,14492,3646,212,14170,2623,-249,13094,4103,1245,14921,5615,-356,14830,6041,-2037,14369,4623,379,13488,3759,1439,14136,2926,-426,14412,2479,-684,13040,3290,380,13512,3325,-1776,14115,3754,-2323,13279,4484,197,13207,3361,899,13426,1866,-733,12896,1516,-1105,13317,3746,903,13452,5366,-784,14300,4924,-2136,13474,4840,1147,13383,4991,1736,14554,4039,-440,14226,2992,33,13097,4275,1752,14846,5720,-390,15098,5839,-2050,14128,4784,522,13647,3496,1431,13771,2269,-476,14258,2354,-277,13354,3166,532,13464,3244,-1794,14299,3296,-2469,13129,5323,-286,13756,3846,991,13070,1785,-564,12837,972,-794,13194,3172,1011,13422,5104,-835
14454,4896,-2259,13266,5428,394,13661,5423,1533,14271,4435,-226,14262,3040,525,13160,3410,1901,14338,4865,-320,15166,5510,-2066,14136,5500,244,13981,4203,962,14163,2822,-576,14288,1678,-84,12988,3376,1027,14025,3755,-1245,14049,3586,-3044,13029,4395,-164,13060,3771,528,13704,2462,-702,12971,1328,-119,12634,2640,1048,13425,4644,-908,14652,5804,-2902,13643,6086,289,13558,5139,1571,14149,3861,-111,14380,2761,968,13184,3286,1806,14294,4317,-536,14920,5485,-2169,14370,6395,165,14379,5037,953,14043,3037,-661,13669,2345,514,13558,2911,1057,13422,2822,-1771,14030,2844,-2787,13345,4721,34,13413,4661,477,14116,2701,-1068,12671,1596,-381,13070,2287,1073,13466,4135,-845,14189,4845,-2086,13726,5419,463,13014,5421,1117,14354,4176,-696,13944,3366,912,13438,3733,1972,14363,4021,-197,14438,5297,-1424,14700,6266,198,14080,5299,369,14489,3021,-977,13686,1583,1015,13188,2478,1508,14243,3135,-1581,14065,3478,-2702,13500,4541,-153,12999,4708,-222,14277,3044,-1422,12732,1871,159,12479,1922,1349,13475,3060,-643,13858,4677,-2023
13769,5607,312,13203,5803,248,14429,4615,-1060,14199,3801,1244,13362,3758,2322,14466,3456,-7,14220,4510,-1195,14493,6211,125,14445,5790,-338,14634,3384,-1179,13472,2131,1079,13645,3480,1758,14580,2534,-1164,12717,2657,-2684,13785,3888,-831,13104,5367,-444,14476,3248,-922,12556,1847,865,12346,1636,1485,13902,2652,-1114,13615,4949,-2148,14202,5863,-430,13357,5909,232,14402,4874,-246,14059,3811,1677,13346,3603,2038,14433,2736,-529,13952,3953,-909,14526,6339,310,14779,6291,-381,14457,3900,-939,13512,2366,956,13240,3491,1592,14955,2107,-1214,12715,2462,-2397,13557,3618,-294,13418,5157,-773,14166,3911,-1316,13460,2509,435,12110,2125,1082,14054,2029,-923,13301,4355,-1274,13884,5773,10,13762,5578,-183,13669,4943,-759,14272,3985,1229,13266,4101,2090,14546,2992,-298,13878,3580,-279,14016,6151,513,15291,6284,-912,14492,4467,-1310,13620,2488,1127,13113,3132,1845,14908,2415,-979,13217,2504,-2135,13376,3622,-250,13653,4838,-1179,13920,4421,-1569,13537,2938,480,12097,2126,1206,13666,1473,-984,13125,3347,-1195,13720,5620,204
13951,5291,-1991,13419,5312,1539,13701,4746,1568,14626,3226,-84,13897,2504,1191,13299,4411,1355,15212,5853,-1907,14922,5861,-1993,14139,4628,1250,13434,3265,961,14256,2749,-519,14400,2138,-111,12167,3102,7,14319,2649,-2148,13413,4350,-2313,13777,5134,779,13267,3287,701,12958,1684,-1140,13376,1539,-281,12931,4330,746,14137,4970,-1483,13985,4823,-1651,13429,5364,1128,13852,5374,819,14601,3877,-135,13981,2768,1226,12995,4065,1534,15286,5577,-1216,14815,5981,-1853,13985,4749,976,13725,3342,568,13967,2742,-639,14673,2295,587,12450,2957,172,13922,2742,-2493,13922,4188,-2301,13158,5481,549,13826,3151,522,12738,1575,-1014,13101,1421,90,13100,3913,779,13986,5122,-1787,14300,5065,-1806,13342,5588,1293,13940,5314,714,14499,3735,-318,13847,2767,1612,13167,3757,1499,15036,5258,-1174,14854,5824,-1751,13953,5359,786,14073,3681,346,13541,2717,-531,14496,2559,770,13000,2877,232,13587,2491,-1956,14062,3502,-2517,13168,5888,233,14273,3774,35,12765,1875,-516,13030,1492,651,13295,3363,363,13730,4813,-2020,14217,5122,-1764
13172,5814,1382,13969,5257,342,14093,3860,-283,14072,3158,1771,13180,3385,1196,14666,4722,-1072,14915,5681,-1224,13874,6025,790,14586,4112,213,13768,2253,-973,14022,2235,1080,13510,3160,835,13938,2979,-2506,13787,3558,-2318,13182,5158,411,13727,4353,-378,13656,2412,-956,12539,1576,640,12761,2397,1099,13611,4268,-1528,14185,5365,-1923,13514,5824,770,13622,5244,347,14322,3766,-216,13871,3269,1805,13451,3424,1565,14406,4176,-1101,14676,5588,-1166,14320,6358,628,14693,4620,-260,13788,2539,-644,13517,2775,1497,13929,3117,858,13645,2769,-2424,13621,2968,-2332,13124,4956,7,13813,4522,-349,13983,2285,-686,12346,1696,938,12910,2071,824,13961,3765,-1751,13786,5315,-1648,13973,5700,584,13180,5578,-9,14585,3959,-285,13932,3898,2040,13346,3473,1414,14775,3559,-804,14023,5292,-802,14658,6618,238,14653,5335,-602,14015,2506,-572,13406,2327,1769,13848,3149,1092,14354,2401,-2458,13064,2939,-2121,13564,4478,-51,13516,4832,-797,14146,2629,-784,12372,2039,928,12871,2143,619,14021,3476,-1466,13417,5304,-1250,14162,5657,313
13261,5383,-260,14481,3881,-222,13805,3909,1885,13559,3662,1209,14889,3345,-729,13584,5052,-324,14935,6500,283,14683,5602,-865,14209,2574,-544,13008,2635,1999,14041,2772,678,14284,2403,-2661,13099,2887,-1151,13580,4372,-368,13575,5194,-1286,14583,3227,-957,12385,2070,1468,12383,1784,782,14381,2759,-2224,13018,4941,-836,14016,5309,615,13397,5460,-621,14294,4328,-850,13930,4383,2117,13353,4069,1416,15028,3167,-973,13223,4673,-10,14766,6270,469,14884,5661,-965,14118,2999,-598,13613,2251,1537,13407,3557,1084,15330,2387,-2016,12466,3160,-1662,13767,3835,-200,13742,4806,-1581,13650,3449,-701,13157,2354,1226,11814,2211,555,14586,2364,-1788,12864,5049,-722,13913,5707,176,14011,5065,-868,13475,4494,-371,14442,4091,1751,13199,4228,1481,15120,3002,-599,13463,4225,328,14220,6278,334,15448,5674,-1500,13719,3902,-647,13805,2635,1728,13269,2856,769,14624,3048,-1241,13546,3117,-949,12713,4060,-996,14396,3664,-1647,13158,3686,-699,13519,2770,1504,12457,2386,338,13932,2086,-1937,13155,4380,-429,13717,5845,-91,14481,5209,-1293
13264,4450,263,14004,4377,2113,13487,4428,732,14794,3216,-903,13413,4144,528,14181,5914,557,15385,5739,-1353,13986,4052,-364,13714,2798,1708,13370,2724,410,14576,2847,-1426,13796,3213,-908,12622,4112,-600,14653,3118,-1617,12729,4457,-783,14348,3038,1381,12275,2642,60,13572,1929,-1561,13528,3973,-350,13225,6026,-194,14719,5009,-1467,13203,4549,250,13848,4375,1853,13659,4321,559,14758,3072,-614,13383,3939,520,14114,5530,612,15279,5745,-1429,14293,4220,-110,13667,2922,1667,13470,3097,-106,14879,2609,-1609,13622,3500,-49,12985,3334,-160,14183,3315,-2311,13499,4541,-976,13867,3573,1463,12581,2376,342,13312,1686,-2148,13766,3506,-74,12647,5655,621,14807,4822,-1716,13373,4677,-322,13768,4470,2030,13656,4141,625,14629,3271,-869,13717,3846,667,13621,5520,905,15615,5506,-1263,13989,4705,-369,13889,3666,1407,13757,3016,-7,14317,2004,-1287,13671,3510,320,13151,4447,-77,14697,3566,-2920,12860,3716,-890,13273,3463,1210,13165,2824,-414,13374,1826,-1246,13379,2707,93,12663,5155,499,15019,5182,-2015,13438,5089,-763
13616,4491,2085,13740,4218,725,14552,3398,-625,13955,3954,901,13509,5182,720,15313,5435,-1736,14167,4947,-196,14129,4064,1514,13908,2913,-191,13882,2064,-953,13826,3908,527,13606,3755,-376,13764,3059,-2720,13562,3194,-739,12986,4384,1084,14030,2774,-192,12674,1993,-1622,13443,2504,362,13079,4976,409,14406,5056,-2040,13814,4754,-585,12958,4675,1787,14086,4280,463,14320,3801,-466,13820,3856,1117,13412,4612,912,15142,5097,-1541,14406,5343,-255,14011,4668,1275,14140,3226,-614,13804,2104,-800,13972,2842,725,13176,4221,-283,14805,3291,-2719,13055,3595,-802,13011,4081,1012,13851,2969,-923,12997,2118,-1191,13133,2120,426,12939,4276,332,14325,4877,-1878,13901,4933,-634,13069,5099,1564,14123,4221,-70,14161,3781,-370,13971,3837,1428,13675,4438,636,14969,4879,-1313,14341,5478,-17,14266,5405,1017,14405,3580,-848,13551,2126,-482,13636,3819,1365,14252,3014,-562,13110,2577,-2655,13796,2981,-609,12882,5280,536,14614,3294,-607,12643,2136,-1147,12983,2164,854,13337,3850,-60,14010,4524,-2044,13938,4648,-264,12898,5155,1443
